carat,cut,color,clarity,depth,table,x,y,z,__target__
1.02,3.0,2.0,4.0,62.7,55.0,6.43,6.37,4.01,7677
0.54,2.0,1.0,5.0,62.4,56.0,5.23,5.19,3.25,1765
0.3,2.0,3.0,7.0,61.5,56.0,4.34,4.31,2.66,878
1.0,3.0,2.0,5.0,59.9,60.0,6.11,6.07,3.65,5606
1.01,3.0,3.0,5.0,61.8,59.0,6.45,6.4,3.97,5946
1.01,3.0,2.0,4.0,62.4,61.0,6.39,6.36,3.98,7127
1.01,3.0,3.0,5.0,62.1,59.0,6.43,6.38,3.98,5864
1.13,2.0,5.0,5.0,62.2,55.0,6.69,6.67,4.15,5165
0.32,2.0,0.0,2.0,60.9,55.0,4.45,4.48,2.72,715
0.7,2.0,0.0,5.0,61.4,55.0,5.71,5.75,3.52,3360
1.52,2.0,1.0,5.0,62.2,57.0,7.34,7.38,4.58,15239
1.2,3.0,4.0,3.0,62.4,61.0,6.81,6.78,4.24,5040
1.72,4.0,2.0,0.0,60.5,59.0,7.71,7.8,4.69,6962
0.41,3.0,0.0,2.0,61.4,58.0,4.76,4.78,2.93,791
0.72,2.0,3.0,7.0,62.0,55.0,5.72,5.76,3.56,3352
0.3,3.0,1.0,5.0,60.4,58.0,4.34,4.3,2.61,844
0.32,4.0,4.0,4.0,58.9,63.0,4.46,4.4,2.61,624
0.35,3.0,5.0,2.0,62.5,58.0,4.49,4.53,2.82,472
0.31,3.0,4.0,5.0,61.9,58.0,4.39,4.37,2.71,628
1.31,2.0,3.0,7.0,61.3,58.0,7.03,7.07,4.32,11975
0.7,4.0,5.0,2.0,61.4,57.0,5.72,5.75,3.52,2028
1.52,2.0,3.0,5.0,61.4,56.0,7.39,7.47,4.56,14692
0.74,3.0,3.0,3.0,62.8,57.0,5.77,5.73,3.61,2109
1.01,3.0,2.0,3.0,60.9,60.0,6.45,6.42,3.91,3297
1.02,2.0,1.0,2.0,61.9,55.0,6.49,6.46,4.01,5806
0.77,1.0,0.0,3.0,63.8,58.0,5.78,5.81,3.7,2642
1.2,3.0,1.0,4.0,60.7,57.0,6.89,6.81,4.16,10053
1.2,3.0,4.0,2.0,61.8,58.0,6.8,6.72,4.18,5669
1.2,4.0,3.0,3.0,62.5,57.0,6.73,6.84,4.24,5250
0.31,4.0,1.0,2.0,58.3,60.0,4.48,4.51,2.62,544
0.73,2.0,1.0,2.0,60.1,56.0,5.91,5.87,3.54,2661
0.51,1.0,0.0,2.0,63.3,57.0,5.06,5.09,3.21,1423
1.01,3.0,3.0,1.0,63.0,60.0,6.35,6.31,3.99,8120
1.17,2.0,3.0,5.0,62.0,57.0,6.74,6.78,4.19,7423
0.44,3.0,3.0,7.0,60.9,57.0,4.93,4.89,2.99,1155
0.91,4.0,2.0,5.0,62.1,58.0,6.19,6.24,3.86,4917
1.22,1.0,6.0,4.0,58.5,61.0,6.94,7.0,4.08,5356
0.3,4.0,0.0,2.0,63.1,56.0,4.28,4.24,2.69,662
1.51,3.0,3.0,4.0,62.4,60.0,7.34,7.3,4.57,12948
1.01,3.0,3.0,3.0,63.0,59.0,6.38,6.32,4.0,3923
0.55,4.0,1.0,7.0,60.8,55.0,5.26,5.33,3.22,2238
0.24,4.0,4.0,7.0,61.9,57.0,3.97,4.01,2.47,449
1.16,2.0,3.0,5.0,62.3,57.0,6.66,6.72,4.17,7074
2.2,2.0,4.0,3.0,60.0,58.0,8.47,8.5,5.09,16530
0.78,4.0,0.0,5.0,58.5,56.0,6.08,6.12,3.57,3298
0.37,4.0,1.0,4.0,60.2,56.0,4.68,4.71,2.83,925
0.7,3.0,2.0,2.0,62.6,55.0,5.65,4.5,3.0,2184
0.57,2.0,1.0,2.0,62.1,56.0,5.33,5.3,3.3,1728
2.02,4.0,2.0,2.0,62.8,59.0,7.9,7.98,4.99,15987
1.51,3.0,2.0,5.0,62.0,60.0,7.35,7.23,4.52,14294
0.41,4.0,0.0,5.0,62.8,55.0,4.7,4.73,2.96,1007
0.4,4.0,1.0,7.0,62.8,58.0,4.68,4.71,2.95,1066
1.2,4.0,3.0,2.0,63.2,59.0,6.77,6.74,4.27,5665
1.1,3.0,4.0,2.0,60.7,59.0,6.72,6.7,4.07,5476
1.0,3.0,3.0,5.0,60.8,60.0,6.39,6.33,3.87,5322
0.72,4.0,2.0,5.0,61.6,58.0,5.75,5.78,3.55,3238
1.5,4.0,5.0,2.0,63.1,59.0,7.16,7.23,4.54,8291
0.37,2.0,2.0,5.0,60.6,56.0,4.63,4.64,2.81,746
1.2,4.0,5.0,4.0,62.4,56.0,6.78,6.74,4.22,6167
0.34,3.0,4.0,2.0,62.1,59.0,4.5,4.46,2.78,612
1.13,4.0,4.0,3.0,62.0,58.0,6.67,6.71,4.15,5179
0.4,4.0,3.0,4.0,63.4,56.0,4.72,4.68,2.98,1005
1.2,4.0,5.0,2.0,62.6,57.0,6.74,6.77,4.23,5476
0.81,4.0,2.0,3.0,63.2,58.0,5.91,5.92,3.74,2843
0.76,2.0,0.0,3.0,62.2,57.0,5.85,5.83,3.63,2706
0.41,2.0,2.0,6.0,62.3,53.0,4.8,4.77,2.98,1356
2.0,4.0,4.0,2.0,62.8,57.0,7.95,8.0,5.01,18803
0.75,3.0,2.0,2.0,61.5,58.0,5.83,5.87,3.6,2683
0.97,3.0,2.0,3.0,61.9,58.0,6.35,6.31,3.92,3993
0.34,2.0,1.0,4.0,60.8,57.0,4.49,4.53,2.74,805
1.23,3.0,5.0,4.0,61.6,58.0,6.9,6.84,4.23,5632
1.01,4.0,1.0,5.0,63.1,56.0,6.34,6.4,4.02,6480
0.31,4.0,4.0,4.0,63.1,57.0,4.34,4.31,2.73,698
0.54,3.0,4.0,2.0,61.0,58.0,5.23,5.27,3.2,1154
1.11,2.0,4.0,2.0,60.2,54.0,6.82,6.7,4.07,5315
0.36,2.0,1.0,5.0,61.2,56.0,4.62,4.6,2.82,1013
0.33,3.0,3.0,4.0,61.3,58.0,4.42,4.45,2.72,666
0.79,1.0,0.0,3.0,63.9,56.0,5.89,5.84,3.75,2539
1.0,4.0,1.0,4.0,61.2,57.0,6.43,6.47,3.95,7002
0.9,4.0,2.0,5.0,62.6,58.0,6.08,6.13,3.82,4681
0.42,2.0,2.0,7.0,61.6,56.0,4.85,4.83,2.98,1221
2.15,2.0,5.0,3.0,61.7,55.0,8.43,8.24,5.14,14519
0.31,3.0,2.0,5.0,61.8,59.0,4.31,4.33,2.67,625
0.74,3.0,2.0,2.0,62.3,61.0,5.8,5.76,3.6,2723
0.77,4.0,0.0,5.0,63.0,58.0,5.81,5.85,3.67,3351
0.32,2.0,2.0,5.0,61.1,57.0,4.44,4.4,2.7,828
1.21,3.0,2.0,4.0,62.6,59.0,6.81,6.76,4.25,10018
0.8,2.0,1.0,2.0,61.0,57.0,6.0,6.03,3.67,3890
1.0,0.0,1.0,2.0,66.5,55.0,6.21,6.19,4.12,3696
0.35,1.0,2.0,2.0,63.6,54.0,4.51,4.52,2.87,583
1.01,3.0,3.0,4.0,62.3,59.0,6.38,6.42,3.99,6499
2.19,3.0,5.0,3.0,60.8,60.0,8.34,8.38,5.08,15032
0.43,2.0,3.0,3.0,62.3,53.0,4.84,4.86,3.02,696
0.58,2.0,6.0,5.0,62.8,57.0,5.33,5.28,3.33,1196
0.38,3.0,0.0,2.0,58.9,61.0,4.79,4.75,2.81,941
0.66,4.0,1.0,6.0,61.8,55.0,5.6,5.66,3.48,3309
1.82,4.0,3.0,3.0,61.3,58.0,7.83,7.94,4.83,11971
0.72,2.0,4.0,3.0,61.3,55.0,5.78,5.81,3.55,2410
0.36,2.0,3.0,2.0,62.7,55.0,4.54,4.59,2.86,537
1.11,2.0,4.0,3.0,62.7,57.0,6.66,6.59,4.14,4662
0.31,3.0,0.0,5.0,60.7,59.0,4.35,4.38,2.65,734
0.48,2.0,2.0,3.0,61.0,57.0,5.05,5.08,3.09,918
1.01,4.0,1.0,5.0,63.1,60.0,6.3,6.26,3.96,6335
1.55,2.0,6.0,3.0,62.0,56.0,7.42,7.38,4.59,6805
1.51,2.0,3.0,5.0,62.1,54.0,7.34,7.31,4.55,12551
0.3,2.0,2.0,6.0,61.9,54.0,4.35,4.37,2.7,814
0.36,2.0,2.0,1.0,60.3,57.0,4.61,4.65,2.79,1063
0.5,1.0,0.0,3.0,58.5,64.0,5.2,5.12,3.02,958
0.59,4.0,4.0,1.0,61.7,56.0,5.42,5.48,3.36,2317
0.36,2.0,1.0,7.0,62.1,56.0,4.53,4.58,2.83,873
0.32,2.0,2.0,6.0,61.7,55.0,4.42,4.46,2.74,867
1.02,2.0,2.0,7.0,61.1,56.3,6.48,6.52,3.97,9521
2.01,2.0,3.0,3.0,62.8,56.0,8.07,8.02,5.05,15841
0.73,3.0,5.0,7.0,60.6,58.0,5.78,5.84,3.52,2496
1.01,2.0,2.0,5.0,61.0,56.0,6.44,6.4,3.94,5662
0.7,3.0,1.0,4.0,62.7,60.0,5.64,5.59,3.52,2695
0.36,4.0,2.0,4.0,61.3,54.0,4.63,4.65,2.84,781
0.41,3.0,1.0,6.0,60.7,58.0,4.86,4.8,2.93,1431
0.7,1.0,4.0,7.0,58.9,61.5,5.77,5.84,3.42,2699
0.71,3.0,1.0,2.0,60.3,60.0,5.77,5.74,3.47,2674
0.71,4.0,2.0,3.0,59.2,60.0,5.85,5.91,3.48,2134
0.3,2.0,4.0,7.0,61.5,56.0,4.35,4.33,2.67,776
0.78,2.0,4.0,7.0,62.1,56.0,5.88,5.9,3.66,3581
0.5,2.0,2.0,4.0,62.5,57.0,5.06,5.09,3.17,1710
0.37,2.0,2.0,2.0,61.6,56.0,4.61,4.65,2.85,746
0.51,2.0,0.0,2.0,60.4,55.0,5.48,5.18,3.16,1687
0.9,4.0,0.0,2.0,62.4,61.0,6.13,6.17,3.84,4693
0.33,2.0,5.0,1.0,61.7,55.0,4.45,4.49,2.76,675
0.71,2.0,2.0,5.0,62.1,54.0,5.68,5.72,3.54,2780
0.9,2.0,6.0,4.0,62.4,56.0,6.15,6.18,3.85,3498
0.26,4.0,1.0,6.0,63.4,59.0,4.0,4.04,2.55,554
1.0,1.0,3.0,2.0,59.9,58.0,6.44,6.48,3.87,6437
0.51,2.0,0.0,5.0,61.4,57.0,5.13,5.16,3.16,1716
2.0,1.0,0.0,3.0,63.8,57.0,7.93,7.88,5.04,10528
0.92,3.0,0.0,3.0,62.5,59.0,6.24,6.2,3.89,3550
0.71,4.0,4.0,3.0,62.2,55.1,5.7,5.72,3.55,2339
1.57,2.0,5.0,2.0,62.2,56.0,7.42,7.47,4.63,10633
1.0,2.0,5.0,2.0,62.7,56.0,6.33,6.37,3.98,4174
0.31,2.0,2.0,1.0,62.2,56.0,4.31,4.34,2.69,874
1.2,3.0,5.0,4.0,62.8,56.0,6.8,6.74,4.25,6021
1.13,3.0,3.0,6.0,59.3,59.0,6.87,6.79,4.05,8868
1.0,1.0,3.0,3.0,63.8,56.0,6.23,6.31,4.0,3949
0.56,2.0,4.0,5.0,60.9,57.0,5.32,5.36,3.25,1388
0.59,2.0,2.0,2.0,62.0,53.0,5.38,5.43,3.35,1424
0.7,4.0,0.0,5.0,62.5,55.0,5.65,5.71,3.55,3052
1.32,3.0,4.0,4.0,61.3,58.0,7.09,7.01,4.32,5958
0.43,2.0,3.0,7.0,60.1,57.0,4.88,4.91,2.94,1056
0.41,2.0,4.0,3.0,61.7,56.0,4.8,4.77,2.95,787
1.71,2.0,3.0,4.0,62.2,55.0,7.72,7.65,4.78,17595
1.23,4.0,4.0,5.0,58.5,62.0,6.98,7.0,4.09,6039
2.0,3.0,3.0,3.0,60.7,60.0,8.13,8.07,4.92,10833
0.8,0.0,4.0,5.0,65.3,58.0,5.78,5.73,3.76,2686
0.75,2.0,6.0,5.0,61.5,54.0,5.87,5.9,3.62,2001
1.5,4.0,4.0,7.0,62.7,58.0,7.21,7.24,4.53,11303
0.83,4.0,1.0,2.0,63.8,54.0,5.96,6.04,3.83,3295
0.53,2.0,1.0,5.0,62.3,57.0,5.23,5.19,3.25,1956
1.5,4.0,4.0,3.0,61.3,59.0,7.38,7.41,4.53,7774
0.48,2.0,2.0,1.0,62.1,55.0,5.0,5.05,3.12,2154
0.37,2.0,4.0,5.0,61.7,55.0,4.64,4.67,2.87,603
0.38,2.0,1.0,4.0,61.6,56.0,4.62,4.66,2.86,1000
0.53,2.0,4.0,6.0,61.3,56.0,5.22,5.24,3.21,1781
1.71,4.0,4.0,5.0,58.8,60.0,7.8,7.85,4.6,12493
1.28,2.0,4.0,2.0,61.8,57.0,7.02,6.97,4.32,7109
1.04,2.0,3.0,5.0,61.3,57.0,6.53,6.56,4.01,7044
0.33,2.0,2.0,7.0,60.9,56.0,4.47,4.5,2.73,974
1.01,3.0,4.0,3.0,60.3,60.0,6.49,6.45,3.9,4412
0.71,3.0,0.0,3.0,62.8,57.0,5.69,5.64,3.56,2368
0.61,4.0,0.0,4.0,60.9,56.0,5.49,5.51,3.35,2481
0.32,2.0,0.0,6.0,61.8,56.0,4.4,4.37,2.71,973
0.32,1.0,1.0,2.0,63.4,56.0,4.31,4.34,2.74,524
1.2,3.0,3.0,4.0,60.2,60.0,6.82,6.87,4.12,8442
1.0,3.0,2.0,2.0,60.8,59.0,6.45,6.41,3.91,4234
1.02,4.0,3.0,3.0,62.9,59.0,6.38,6.4,4.02,4291
0.73,1.0,6.0,5.0,60.8,63.0,5.67,5.78,3.48,2098
0.53,2.0,2.0,7.0,61.4,56.0,5.19,5.23,3.2,2275
2.2,2.0,3.0,3.0,62.0,57.0,8.31,8.27,5.14,18168
0.52,3.0,3.0,4.0,62.4,59.0,5.16,5.13,3.21,1815
0.31,2.0,4.0,2.0,61.5,55.0,4.39,4.42,2.71,464
1.74,4.0,4.0,0.0,63.2,55.0,7.62,7.59,4.8,4677
0.79,2.0,1.0,4.0,62.0,56.0,5.9,5.93,3.67,4240
0.35,2.0,3.0,7.0,62.1,56.0,4.51,4.47,2.79,1024
0.59,4.0,1.0,4.0,61.6,61.0,5.34,5.37,3.3,1993
0.5,3.0,1.0,2.0,60.2,58.0,5.18,5.15,3.11,1415
0.3,3.0,3.0,6.0,62.8,58.0,4.3,4.27,2.69,1013
1.01,1.0,3.0,2.0,63.2,59.0,6.32,6.36,4.01,5021
0.56,2.0,2.0,5.0,62.6,55.0,5.29,5.25,3.3,1814
0.91,2.0,2.0,3.0,61.7,55.0,6.27,6.2,3.85,3196
1.01,4.0,5.0,5.0,62.3,60.0,6.33,6.41,3.97,4666
1.13,4.0,6.0,2.0,62.9,57.7,6.6,6.64,4.16,4391
1.52,4.0,2.0,3.0,62.1,58.0,7.26,7.34,4.53,9552
0.79,4.0,1.0,2.0,63.3,56.3,5.85,5.88,3.71,3138
0.55,2.0,0.0,3.0,61.3,57.0,5.28,5.23,3.22,1368
1.01,2.0,2.0,0.0,62.2,54.0,6.42,6.44,4.0,3377
0.42,2.0,3.0,5.0,61.7,57.0,4.83,4.8,2.97,1087
0.3,3.0,5.0,2.0,61.4,58.0,4.33,4.3,2.65,506
0.56,4.0,0.0,2.0,63.9,56.0,5.2,5.26,3.34,1578
0.3,1.0,3.0,1.0,63.8,55.0,4.28,4.24,2.72,956
1.87,2.0,6.0,2.0,62.3,57.0,7.88,7.82,4.89,10137
0.36,4.0,3.0,4.0,61.2,60.0,4.56,4.59,2.8,726
1.0,4.0,0.0,3.0,63.3,60.0,6.29,6.19,3.95,4295
0.75,2.0,3.0,7.0,61.3,55.0,5.85,5.89,3.59,3525
0.73,4.0,4.0,2.0,62.6,58.0,5.75,5.76,3.6,2377
2.01,4.0,4.0,2.0,59.1,58.0,8.29,8.36,4.92,18149
0.5,4.0,3.0,2.0,60.8,63.0,5.08,5.11,3.1,1171
1.68,4.0,3.0,5.0,62.7,58.0,7.51,7.54,4.72,14192
1.01,3.0,1.0,2.0,60.0,59.0,6.53,6.47,3.9,5973
0.72,3.0,2.0,2.0,62.0,60.0,5.74,5.77,3.57,2364
0.41,3.0,3.0,2.0,61.7,59.0,4.71,4.73,2.91,719
1.01,3.0,2.0,2.0,61.8,59.0,6.41,6.34,3.94,4989
0.35,3.0,3.0,4.0,61.7,61.0,4.52,4.49,2.78,906
0.32,3.0,4.0,7.0,60.2,60.0,4.48,4.45,2.69,828
1.75,4.0,5.0,3.0,61.2,57.0,7.71,7.76,4.73,10098
0.52,2.0,4.0,3.0,61.0,55.0,5.19,5.23,3.18,1054
0.7,0.0,3.0,5.0,64.9,57.0,5.55,5.54,3.6,2479
1.13,2.0,4.0,3.0,60.4,56.0,6.78,6.7,4.07,3797
1.22,3.0,1.0,5.0,62.2,55.0,6.91,6.85,4.28,9292
0.7,2.0,3.0,3.0,62.6,55.0,5.66,5.69,3.55,2232
0.27,4.0,4.0,6.0,61.2,57.0,4.15,4.18,2.55,504
0.53,1.0,2.0,2.0,63.8,58.0,5.17,5.12,3.28,1363
0.28,4.0,4.0,2.0,61.5,56.0,4.21,4.24,2.6,360
1.26,2.0,5.0,3.0,62.0,56.0,7.0,6.94,4.32,5363
2.03,2.0,5.0,2.0,61.8,57.0,8.07,8.14,5.01,15272
0.51,0.0,2.0,5.0,61.0,66.0,5.12,5.04,3.1,1334
1.5,4.0,1.0,4.0,59.5,61.0,7.43,7.46,4.43,16988
0.76,3.0,0.0,4.0,60.6,58.0,5.95,5.89,3.59,3894
0.33,2.0,2.0,6.0,61.9,56.0,4.47,4.42,2.75,1021
1.52,2.0,5.0,1.0,62.2,57.0,7.27,7.33,4.54,10419
0.63,1.0,2.0,4.0,61.6,60.7,5.46,5.52,3.38,2188
0.59,2.0,2.0,3.0,61.7,54.0,5.38,5.44,3.34,1195
0.58,2.0,2.0,7.0,62.0,55.0,5.32,5.4,3.31,2340
0.91,4.0,1.0,3.0,62.5,59.0,6.16,6.23,3.87,3632
1.04,3.0,2.0,5.0,61.9,58.0,6.55,6.51,4.04,6908
0.4,2.0,3.0,6.0,60.2,60.0,4.78,4.82,2.89,997
1.2,3.0,3.0,5.0,62.3,56.0,6.8,6.68,4.2,8030
1.0,1.0,0.0,3.0,58.1,65.0,6.54,6.48,3.78,4427
1.0,3.0,2.0,3.0,61.1,61.0,6.38,6.35,3.89,4452
0.35,3.0,0.0,2.0,61.0,60.0,4.58,4.54,2.78,827
0.54,2.0,1.0,4.0,62.0,56.0,5.17,5.25,3.23,1939
0.32,2.0,3.0,4.0,61.3,57.0,4.37,4.4,2.69,645
2.02,4.0,4.0,3.0,59.9,55.0,8.17,8.28,4.93,15851
1.7,3.0,5.0,4.0,59.8,59.0,7.79,7.7,4.63,12737
0.34,3.0,5.0,5.0,61.8,58.0,4.48,4.51,2.78,477
1.18,1.0,0.0,3.0,59.7,61.0,6.83,6.88,4.09,5871
0.5,4.0,1.0,2.0,60.9,58.0,5.1,5.14,3.12,1331
1.01,3.0,1.0,5.0,60.2,58.0,6.56,6.52,3.94,6335
0.34,2.0,0.0,5.0,62.0,55.0,4.45,4.48,2.77,805
0.62,1.0,0.0,5.0,58.9,64.0,5.62,5.55,3.29,2288
1.12,2.0,6.0,2.0,62.4,57.0,6.65,6.6,4.14,4840
0.71,0.0,2.0,4.0,57.3,67.0,5.96,5.76,3.36,2707
2.16,2.0,6.0,4.0,61.4,59.0,8.27,8.33,5.1,15714
1.82,0.0,4.0,0.0,67.3,58.0,7.5,7.47,5.04,5993
0.52,4.0,2.0,7.0,62.1,58.0,5.12,5.16,3.19,2064
1.14,2.0,3.0,5.0,62.0,55.0,6.68,6.77,4.17,7371
0.79,3.0,1.0,3.0,61.0,58.0,5.96,5.9,3.62,2868
1.08,2.0,3.0,3.0,62.2,56.0,6.56,6.59,4.09,4544
0.4,2.0,1.0,4.0,61.2,55.0,4.76,4.79,2.92,940
0.54,3.0,3.0,4.0,61.1,59.0,5.26,5.22,3.2,1847
0.4,3.0,0.0,3.0,62.1,60.0,4.69,4.75,2.93,666
0.71,1.0,2.0,2.0,63.7,58.0,5.65,5.62,3.59,2308
0.4,2.0,6.0,4.0,61.5,58.0,4.73,4.76,2.92,633
1.18,2.0,4.0,4.0,64.9,58.0,6.57,6.53,4.25,7216
0.31,3.0,5.0,2.0,59.6,58.0,4.39,4.44,2.63,418
2.01,3.0,4.0,2.0,61.1,60.0,8.15,8.11,4.97,17849
0.34,2.0,5.0,5.0,61.1,55.0,4.51,4.55,2.77,495
1.01,2.0,1.0,3.0,62.2,56.0,6.42,6.45,4.0,4788
1.22,2.0,2.0,3.0,62.5,56.0,6.85,6.81,4.27,6518
0.31,2.0,4.0,1.0,62.0,56.0,4.36,4.39,2.71,772
0.92,3.0,4.0,2.0,62.4,58.0,6.19,6.22,3.87,3624
0.45,0.0,2.0,5.0,67.0,56.0,4.77,4.7,3.17,923
0.35,2.0,0.0,5.0,60.6,56.0,4.57,4.54,2.76,1063
0.81,4.0,2.0,4.0,62.7,56.0,5.92,5.98,3.73,3689
0.33,2.0,0.0,4.0,61.7,55.0,4.47,4.48,2.76,739
1.03,2.0,1.0,2.0,62.0,53.0,6.5,6.47,4.02,5710
1.0,2.0,2.0,2.0,62.0,55.0,6.39,6.44,3.98,5239
0.31,2.0,4.0,6.0,62.2,54.0,4.36,4.39,2.72,707
0.74,2.0,2.0,4.0,61.7,56.0,5.79,5.87,3.6,3845
0.71,2.0,4.0,2.0,60.7,59.0,5.75,5.81,3.51,2328
1.57,2.0,4.0,5.0,61.5,54.0,7.47,7.5,4.61,12809
0.37,3.0,1.0,5.0,59.5,59.0,4.71,4.64,2.78,1041
0.32,1.0,0.0,3.0,64.1,54.0,4.37,4.34,2.79,571
0.9,2.0,2.0,2.0,61.5,56.0,6.25,6.2,3.83,4284
0.71,4.0,2.0,2.0,62.8,59.0,5.62,5.66,3.54,2427
0.33,2.0,1.0,4.0,62.3,53.8,4.42,4.44,2.76,771
1.54,2.0,0.0,2.0,63.0,54.0,7.33,7.28,4.6,10694
0.31,4.0,4.0,5.0,63.1,57.0,4.32,4.27,2.71,628
0.5,3.0,4.0,5.0,60.9,59.0,5.14,5.11,3.12,1332
0.7,4.0,4.0,4.0,62.6,57.0,5.64,5.73,3.56,2482
1.1,2.0,5.0,2.0,60.8,61.0,6.63,6.7,4.05,4868
0.31,2.0,2.0,7.0,62.4,55.0,4.36,4.33,2.71,977
1.2,4.0,5.0,4.0,63.1,58.0,6.7,6.62,4.2,5322
0.32,3.0,3.0,2.0,62.6,58.0,4.31,4.35,2.71,477
0.41,3.0,2.0,5.0,62.8,58.0,4.73,4.69,2.96,1107
0.52,2.0,2.0,6.0,61.9,55.0,5.17,5.2,3.21,2251
1.06,2.0,2.0,5.0,61.0,57.0,6.57,6.6,4.02,7075
0.3,2.0,2.0,6.0,61.8,54.0,4.33,4.37,2.69,802
0.41,4.0,4.0,2.0,63.3,56.0,4.74,4.71,2.99,876
0.27,2.0,1.0,5.0,62.7,55.0,4.18,4.15,2.61,603
1.04,4.0,2.0,3.0,63.2,58.0,6.39,6.34,4.02,4013
0.56,2.0,1.0,4.0,62.3,57.0,5.3,5.26,3.29,1791
0.37,3.0,0.0,2.0,62.7,58.0,4.58,4.55,2.86,874
0.51,2.0,0.0,5.0,62.2,58.0,5.1,5.12,3.18,1678
0.41,3.0,0.0,3.0,62.3,58.0,4.74,4.77,2.96,683
0.32,2.0,1.0,5.0,62.1,55.0,4.4,4.36,2.72,900
1.91,2.0,6.0,2.0,60.7,56.0,8.01,8.09,4.89,11447
1.51,4.0,3.0,4.0,61.8,57.0,7.31,7.42,4.55,13348
1.25,2.0,3.0,1.0,60.2,54.0,6.99,7.03,4.22,11511
0.57,4.0,3.0,5.0,63.3,56.0,5.3,5.25,3.34,1641
0.55,3.0,2.0,5.0,62.7,58.0,5.28,5.25,3.3,2376
0.34,4.0,1.0,4.0,62.3,53.0,4.47,4.52,2.8,784
0.92,3.0,3.0,3.0,58.4,58.0,6.4,6.34,3.73,3648
0.32,2.0,4.0,5.0,61.5,55.0,4.41,4.44,2.72,523
0.63,2.0,3.0,5.0,61.9,58.0,5.48,5.51,3.4,2320
0.44,4.0,1.0,4.0,62.2,58.0,4.8,4.85,3.0,1246
1.01,2.0,1.0,3.0,59.2,56.0,6.63,6.59,3.91,4751
2.06,3.0,1.0,3.0,58.8,58.0,8.42,8.35,4.93,14634
0.59,4.0,0.0,4.0,62.6,58.0,5.34,5.39,3.36,2254
0.61,4.0,5.0,1.0,60.2,57.0,5.49,5.58,3.33,2057
0.92,4.0,1.0,2.0,62.1,58.0,6.15,6.22,3.84,4562
0.94,1.0,0.0,2.0,63.6,56.0,6.25,6.2,3.96,4790
1.7,1.0,5.0,3.0,63.6,59.0,7.62,7.52,4.8,7464
1.53,3.0,1.0,3.0,58.9,59.0,7.63,7.55,4.47,8996
0.53,2.0,1.0,7.0,62.5,57.0,5.12,5.18,3.22,2250
0.73,3.0,2.0,2.0,59.3,61.0,5.85,5.82,3.46,2346
1.51,2.0,3.0,2.0,61.6,56.0,7.34,7.25,4.5,8283
1.01,4.0,4.0,5.0,63.2,58.0,6.34,6.26,3.98,5260
0.51,4.0,3.0,5.0,63.4,55.0,5.06,5.03,3.2,1443
0.52,2.0,2.0,5.0,61.1,56.0,5.19,5.23,3.18,1625
0.94,4.0,0.0,3.0,60.9,62.0,6.22,6.3,3.81,3691
1.23,3.0,4.0,4.0,61.1,58.0,6.91,6.86,4.21,7577
1.35,2.0,3.0,4.0,62.7,57.0,7.02,7.07,4.42,10656
1.2,2.0,6.0,4.0,61.3,56.0,6.83,6.87,4.2,5534
1.04,2.0,5.0,4.0,61.4,58.0,6.46,6.54,3.99,5572
1.02,2.0,3.0,7.0,59.2,58.0,6.56,6.62,3.9,8107
0.56,0.0,2.0,2.0,61.6,61.0,5.38,5.21,3.26,1176
1.0,1.0,5.0,2.0,58.0,58.0,6.56,6.62,3.82,4273
1.01,2.0,2.0,4.0,60.8,57.0,6.54,6.52,3.97,7412
0.55,2.0,0.0,5.0,62.3,55.0,5.24,5.29,3.28,1928
0.91,1.0,0.0,2.0,63.1,61.0,6.1,6.16,3.87,4113
0.32,4.0,3.0,4.0,62.8,59.0,4.33,4.37,2.73,645
1.56,3.0,4.0,4.0,62.0,57.0,7.48,7.43,4.62,11345
1.02,3.0,2.0,3.0,62.5,58.0,6.47,6.4,4.02,3754
1.31,2.0,4.0,3.0,62.3,56.0,7.0,6.97,4.35,6225
0.57,2.0,3.0,4.0,62.2,54.0,5.31,5.33,3.31,1837
2.09,2.0,5.0,3.0,63.0,57.0,8.13,8.09,5.11,14838
0.57,2.0,3.0,5.0,61.6,57.0,5.32,5.36,3.29,1608
0.5,2.0,3.0,5.0,61.6,55.0,5.11,5.14,3.16,1400
0.71,3.0,3.0,3.0,62.4,59.0,5.67,5.61,3.52,1963
0.33,3.0,3.0,6.0,62.1,58.0,4.43,4.4,2.74,1114
0.72,0.0,1.0,3.0,68.4,64.0,5.38,5.32,3.66,2125
0.61,2.0,2.0,3.0,61.3,55.0,5.47,5.55,3.38,1424
1.1,3.0,1.0,3.0,60.9,60.0,6.66,6.61,4.04,4622
0.31,2.0,0.0,7.0,61.9,55.0,4.36,4.39,2.71,777
0.7,3.0,2.0,4.0,60.4,60.0,5.73,5.7,3.45,2879
0.38,4.0,3.0,2.0,62.0,54.8,4.64,4.67,2.89,755
1.51,3.0,2.0,5.0,62.9,61.0,7.31,7.22,4.57,13945
0.34,3.0,4.0,3.0,58.6,62.0,4.62,4.6,2.7,536
0.71,0.0,0.0,2.0,66.3,56.0,5.61,5.49,3.68,2372
0.31,2.0,2.0,4.0,61.5,54.0,4.36,4.39,2.69,642
0.9,4.0,0.0,2.0,60.9,57.0,6.22,6.26,3.8,4438
0.31,2.0,3.0,5.0,61.8,57.0,4.36,4.34,2.69,698
