net_profit_to_total_assets,total_liabilities_to_total_assets,working_capital_to_total_assets,current_assets_to_short_term_liabilities,liquidity_days_ratio,retained_earnings_to_total_assets,ebit_to_total_assets,book_value_equity_to_total_liabilities,sales_to_total_assets,equity_to_total_assets,extended_profit_to_total_assets,gross_profit_to_short_term_liabilities,gross_profit_plus_depreciation_to_sales,gross_profit_plus_interest_to_total_assets,liabilities_days_ratio,gross_profit_plus_depreciation_to_total_liabilities,total_assets_to_total_liabilities,gross_profit_to_total_assets,gross_profit_to_sales,inventory_days_ratio,sales_growth_ratio,operating_profit_to_total_assets,net_profit_to_sales,three_year_gross_profit_to_total_assets,equity_minus_share_capital_to_total_assets,net_profit_plus_depreciation_to_total_liabilities,operating_profit_to_financial_expenses,working_capital_to_fixed_assets,log_total_assets,net_liabilities_to_sales,gross_profit_plus_interest_to_sales,current_liabilities_days_ratio,operating_expenses_to_short_term_liabilities,operating_expenses_to_total_liabilities,sales_profit_to_total_assets,total_sales_to_total_assets,current_assets_minus_inventories_to_long_term_liabilities,constant_capital_to_total_assets,sales_profit_to_sales,liquid_assets_to_short_term_liabilities,liabilities_to_adjusted_operating_profit,operating_profit_to_sales,receivables_plus_inventory_turnover_days,receivables_days_ratio,net_profit_to_inventory,current_assets_minus_inventory_to_short_term_liabilities,inventory_days_cost_ratio,ebitda_to_total_assets,ebitda_to_sales,current_assets_to_total_liabilities,short_term_liabilities_to_total_assets,short_term_liabilities_days_cost_ratio,equity_to_fixed_assets,constant_capital_to_fixed_assets,working_capital_absolute,gross_margin,adjusted_liquidity_ratio,total_costs_to_total_sales,long_term_liabilities_to_equity,inventory_turnover_ratio,receivables_turnover_ratio,short_term_liabilities_days_ratio,sales_to_short_term_liabilities,sales_to_fixed_assets,__target__
-2.1693,5.8985,-5.0085,0.14805,-213.16,-2.7832,-2.1693,-0.83033,7.1646,-4.8977,-2.1693,-0.36901,-0.30278,-2.1693,-992.45,-0.36778,0.16953,-2.1693,-0.30278,26.207,1.1175,-2.1617,-0.30278,-2.1693,-4.9525,-0.36778,-124.57,-38.626,2.9601,0.80449,-0.30049,271.87,1.5875,1.5822,-2.1101,7.1797,3.6564,-4.8977,-0.29452,0.023448,-0.090957,-0.30171,37.317,11.11,-4.2171,0.11095,20.119,-2.1617,-0.30171,0.14755,5.8788,0.62991,-37.772,-37.772,-4569.0,-0.10159,0.44293,1.1072,0.0,13.928,32.852,299.49,1.2187,55.254,1
0.010261,0.43913,0.045303,1.1116,-50.568,0.15218,0.01153,1.0677,1.005,0.46885,0.01153,0.028395,0.077199,0.01153,1489.1,0.24512,2.2772,0.01153,0.008269,58.623,1.1082,0.023297,0.00736,0.19459,0.46885,0.24223,0.16793,0.082571,4.8117,0.30299,0.008269,106.83,3.4167,0.053053,0.023297,1.4125,6.8743,0.50194,0.016709,0.047814,0.12091,0.016709,113.07,54.45,0.045822,0.56006,58.917,-0.072811,-0.052221,1.0278,0.40605,0.29268,0.85456,0.91485,2936.5,0.004989,0.021886,0.99501,0.070557,6.2262,6.7034,106.3,3.4338,2.5413,0
0.087902,0.14851,0.39643,7.6171,63.629,0.0,0.10958,5.7334,1.275,0.85149,0.11769,1.8291,0.15207,0.10958,279.58,1.3055,6.7334,0.10958,0.085945,58.735,1.1063,0.1161,0.068943,0.31359,0.6358,1.1596,14.32,0.7292,4.9672,0.033317,0.089854,18.81,19.405,7.828,0.11243,1.275,2.9114,0.93776,0.088183,1.7813,0.024702,0.091058,100.09,41.354,0.42843,4.1925,64.416,0.03179,0.024934,3.0728,0.05991,0.051533,1.5662,1.7249,36761.0,0.088183,0.10323,0.91478,0.10132,6.2143,8.8262,17.151,21.282,2.3452,0
0.008741,0.38676,0.17531,2.7677,68.957,0.0,0.008741,1.5856,0.51991,0.61324,0.01055,0.088143,0.025487,0.008741,10653.0,0.034262,2.5856,0.008741,0.016813,71.177,0.9987,0.0,0.016813,0.044112,0.11916,0.034262,0.0,0.24163,3.9497,0.70783,0.033626,95.121,3.8372,0.98393,0.004537,0.51991,0.60715,0.89834,0.008726,0.20819,2.8586,0.0,178.2,107.03,0.086219,1.7454,97.244,-0.00451,-0.008674,0.7097,0.099172,0.26061,0.84524,1.2382,1561.2,0.26806,0.014254,0.74756,0.4649,5.1281,3.4104,69.623,5.2425,0.71661,0
0.028147,0.27715,0.34091,2.23,-2.7401,-0.044309,0.034433,2.5317,1.0396,0.70168,0.034433,0.12424,0.094873,0.034433,893.73,0.4084,3.6081,0.034433,0.028861,106.41,1.0752,0.019223,0.023593,-0.03853,0.70168,0.38572,0.1675,0.89256,4.2997,0.20532,0.028861,88.146,4.1408,0.069358,0.019223,1.2768,3.6564,0.70168,0.016112,0.1206,0.092998,0.016112,178.86,72.451,0.080926,0.97507,110.62,-0.059533,-0.0499,2.23,0.27715,0.2415,1.8371,1.8371,6796.6,0.038066,0.040114,0.96193,0.0,3.4302,5.0379,84.791,4.3047,3.1237,0
0.11059,0.4224,0.19104,1.6613,-158.64,0.0,0.11059,1.3674,0.92666,0.5776,0.11817,0.38283,0.29042,0.11059,572.9,0.63711,2.3674,0.11059,0.11934,117.34,1.0807,0.0,0.11934,0.2783,0.55835,0.63711,0.0,0.36733,4.3383,0.44917,0.24193,233.89,1.5606,1.0672,0.004897,0.92666,1.7083,0.68415,0.005284,0.097367,0.088817,0.0,177.96,60.618,0.37124,0.63011,241.19,-0.15853,-0.17108,1.1362,0.28887,0.64079,1.1106,1.3155,4163.0,0.51351,0.19146,0.49529,0.18447,3.1107,6.0214,113.78,3.2078,1.7817,0
0.043364,0.66177,0.83744,6.1514,-31.721,0.1847,0.049992,0.51109,0.74908,0.33823,0.054284,0.30752,0.069988,0.049992,4607.3,0.079222,1.5111,0.049992,0.066738,405.49,0.78122,0.050382,0.05789,0.37065,0.22807,0.069206,11.739,0.5269,2.958,0.88345,0.066751,84.764,4.3061,1.0578,0.049075,0.74908,0.33615,0.83744,0.065513,0.41038,0.41765,0.067259,454.76,49.261,0.052109,1.0323,433.92,0.047948,0.064009,1.5111,0.16256,0.23223,1.28,1.428,760.22,0.065512,0.12821,0.93373,1.476,0.90014,7.4095,79.211,4.6079,4.0983,0
0.005236,0.45751,-0.009158,0.9716,-103.49,0.014908,0.004735,0.35707,1.0456,0.16336,0.004735,0.014685,0.058719,0.004735,4146.5,0.088026,2.1858,0.004735,0.006904,89.545,1.2734,0.034838,0.007634,0.010422,0.16336,0.08912,0.53113,-0.013336,5.6749,0.61245,0.006904,179.44,2.0341,0.076147,0.034838,0.70281,1.074,0.29841,0.050795,0.11905,0.21373,0.050795,146.31,56.762,0.031118,0.44981,93.631,-0.000699,-0.00102,0.6848,0.32246,0.49162,0.23789,0.43456,-4331.8,0.043635,0.032051,0.95636,0.82667,4.0762,6.4303,171.61,2.1269,0.99876,0
0.009626,0.48416,0.13418,1.3166,-62.432,0.51339,0.009626,1.0654,1.6663,0.51584,0.033375,0.022715,0.03743,0.009626,2833.5,0.12882,2.0654,0.009626,0.005777,88.813,1.4433,0.026898,0.005777,0.042765,0.51521,0.12882,1.1326,0.30354,3.976,0.28952,0.02003,95.562,3.8195,3.3431,0.047688,1.6663,2.5252,0.57623,0.02862,0.004802,0.20264,0.016143,121.77,32.961,0.023741,0.35988,91.429,-0.025844,-0.01551,1.1524,0.42377,0.26181,1.1669,1.3035,1269.7,0.02862,0.01866,0.99427,0.11708,4.1098,11.074,92.827,3.932,3.7694,0
0.078297,0.020584,0.18515,9.9947,58.532,0.10785,0.10016,47.582,1.1051,0.97942,0.10016,4.8661,0.14721,0.10016,49.091,7.4352,48.582,0.10016,0.096341,14.013,0.98768,0.099751,0.07531,0.13982,0.97942,6.373,1.0603,0.2331,3.9838,-0.1104,0.096341,7.9858,45.706,4.8461,0.099751,1.0463,3.6564,0.97942,0.095945,6.6185,0.004434,0.095945,24.398,10.385,1.9617,8.0556,15.485,0.046868,0.04508,9.9947,0.020584,0.021879,1.2331,1.2331,1783.7,0.095092,0.079943,0.90491,0.0,26.048,35.146,7.2264,50.509,1.309,0
-0.32302,0.15017,0.70371,5.6872,36.078,-1.3451,-0.31736,5.6592,1.601,0.84983,-0.30953,-2.1138,-0.17858,-0.31736,-191.71,-1.9039,6.6592,-0.31736,-0.19823,117.04,1.5318,-0.31872,-0.20177,-0.69188,-1.6637,-1.9416,-40.703,4.8148,3.8739,0.050237,-0.19343,28.551,12.784,12.781,-0.31838,1.601,3.6564,0.84983,-0.19887,0.47215,-0.017425,-0.19908,178.5,61.463,-0.62922,2.2678,97.626,-0.35017,-0.21873,5.6859,0.15013,0.078221,5.8146,5.8146,5263.3,-0.19887,-0.3801,1.1971,0.0,3.1186,5.9385,34.229,10.664,10.954,0
0.004544,0.20043,0.48632,7.0347,42.276,0.017572,0.006604,3.9884,1.0089,0.79941,0.006604,0.081948,0.085676,0.006604,1048.6,0.3481,4.9892,0.006604,0.00811,168.29,0.90361,-0.007838,0.00558,0.026514,0.79941,0.33782,-0.097101,1.1229,4.3854,0.19612,0.00811,36.441,10.016,-0.039105,-0.007838,0.84583,1.5975,0.91925,-0.009625,0.79674,0.1191,-0.009625,225.32,57.029,0.012103,2.3756,169.78,-0.071004,-0.087191,2.8284,0.080588,0.099839,1.8458,2.1225,11813.0,0.008806,0.005685,0.99119,0.14992,2.1689,6.4002,36.12,10.105,1.8803,0
0.088178,0.60688,0.011252,1.0215,-33.269,0.0,0.088178,0.64777,2.3119,0.39312,0.10452,0.16885,0.069695,0.088178,1374.8,0.2655,1.6478,0.088178,0.038142,32.048,1.0575,0.10436,0.038142,0.42104,0.0,0.2655,6.388,0.02412,4.0638,0.25256,0.042082,85.475,4.2702,3.6745,0.08186,2.3119,29.57,0.4043,0.035409,0.05859,0.11409,0.045143,79.395,47.347,0.43441,0.63285,33.224,0.031417,0.013589,0.87904,0.52222,0.23418,0.84265,0.86661,130.34,0.035409,0.2243,0.96226,0.02843,11.389,7.709,82.449,4.427,4.9555,0
0.18717,0.05636,0.5929,66.277,0.49149,0.0,0.18717,16.743,0.81824,0.94364,0.20651,20.607,0.22874,0.18717,109.91,3.3209,17.743,0.18717,0.22874,42.119,1.0977,0.0,0.22874,0.49741,0.81095,3.3209,0.0,1.4896,4.0233,-0.23195,0.51654,81.126,0.0,0.0,0.018857,0.81824,10.736,0.99092,0.023045,27.101,0.09118899999999999,0.0,158.73,116.61,1.9823,55.882,41.994,0.0,0.0,10.681,0.009083,0.22141,2.3709,2.4896,6256.0,1.0,0.19834,0.024746,0.050101,8.666,3.13,4.0516,90.087,2.0558,0
0.022091,0.51569,0.29808,1.578,48.521,0.0,0.026611,0.93913,1.4689,0.48431,0.037338,0.051602,0.029301,0.026611,4373.3,0.083461,1.9391,0.026611,0.018116,25.117,1.186,0.032227,0.015039,0.067775,0.081445,0.074696,3.0044,1.6007,4.0999,0.29563,0.025287,130.41,2.7989,2.7989,0.025542,1.4689,3.6564,0.48431,0.017389,0.16702,0.35329,0.02194,180.81,155.69,0.21854,1.382,25.562,0.015798,0.010755,1.578,0.51569,0.35729,2.6007,2.6007,3751.4,0.017389,0.045614,0.98207,0.0,14.532,2.3444,128.14,2.8484,7.8878,0
0.242,0.43556,0.51999,2.3016,107.01,0.55328,0.30375,1.2706,1.2017,0.55342,0.30375,0.76034,0.17604,0.30375,487.3,0.74902,2.2959,0.30375,0.1639,12.469,1.2767,0.31296,0.13059,0.69673,0.55342,0.60726,2.0294,6.4577,4.2926,-0.012528,0.1639,94.555,3.8602,0.71851,0.31296,1.8781,23.735,0.5895,0.16887,1.1609,0.042688,0.16887,89.758,77.29,3.8227,2.1432,14.984,0.29046,0.15673,2.111,0.39949,0.25905,6.8729,7.3209,10199.0,0.16787,0.43728,0.83213,0.06518,29.273,4.7225,78.682,4.6389,23.015,0
0.37059,0.14051,0.66183,6.5062,207.48,0.85796,0.46205,5.7972,1.3826,0.81459,0.46205,3.8441,0.30724,0.46205,103.03,3.5428,7.1167,0.46205,0.28517,0.97226,1.2441,0.4616,0.22872,1.0669,0.81459,2.8919,3.9388,3.0362,4.3431,0.074339,0.28517,37.435,9.7501,3.2851,0.4616,1.6467,38.278,0.8349,0.28489,0.18932,0.009289,0.28489,171.04,170.07,85.867,6.4703,1.3442,0.42584,0.26282,5.5655,0.1202,0.10256,3.737,3.8303,14583.0,0.2767,0.45494,0.7233,0.024942,375.42,2.1462,27.077,13.48,7.4332,0
-0.090417,0.47202,-0.057735,0.87768,-74.275,0.0,-0.090417,1.1186,1.7205,0.52798,-0.014474,-0.19155,-0.049203,-0.090417,-2035.2,-0.17934,2.1186,-0.090417,-0.052553,57.663,1.5926,0.0,-0.052553,0.023392,0.39463,-0.17934,0.0,-0.098571,3.574,0.27151,-0.10511,107.23,3.4038,3.4038,0.020913,1.7205,3.6564,0.52798,0.012155,0.011975,2.73,0.0,86.691,29.027,-0.33265,0.30185,61.748,-0.005763,-0.00335,0.87768,0.47202,0.29379,0.90143,0.90143,-216.48,0.066148,-0.17125,0.97803,0.0,6.3298,12.574,100.14,3.645,2.9374,0
0.039361,0.6462,0.20504,1.3823,-35.569,0.15311,0.050289,0.5394,1.0457,0.34856,0.050289,0.093762,0.061966,0.050289,2214.2,0.16484,1.5475,0.050289,0.029255,76.668,0.954,0.078482,0.022898,0.19433,0.34856,0.14793,0.47742,0.79285,4.6435,0.36311,0.029255,119.09,3.0649,0.12145,0.078482,1.7239,3.4621,0.45841,0.045655,0.042574,0.1577,0.045655,152.57,75.903,0.10901,0.70907,80.172,0.02225,0.012944,1.1473,0.53635,0.32627,1.3478,1.7726,9022.2,0.043708,0.11293,0.95629,0.31515,4.7608,4.8088,113.88,3.205,6.6472,0
-0.018087,0.62071,0.36342,1.5995,23.044,-0.66497,-0.018087,0.61107,2.5821,0.37929,0.019372,-0.029835,-0.003032,-0.018087,-28942.0,-0.012611,1.6111,-0.018087,-0.007005,27.792,1.023,0.015817,-0.007005,0.068026,0.18446,-0.012611,0.42226,11.971,4.7933,0.22851,-0.000876,86.601,4.2147,4.1164,0.027046,2.5821,244.49,0.38246,0.010474,0.057065,0.79345,0.006126,132.18,104.38,-0.091993,1.2752,28.086,0.005559,0.002153,1.5622,0.60622,0.23726,12.494,12.598,22582.0,0.010474,-0.047685,1.007,0.008336,13.133,3.4967,85.694,4.2594,85.054,0
0.22332,0.30127,0.58993,3.4216,63.23,0.0,0.2776,2.3193,2.0134,0.69873,0.29199,1.1395,0.15583,0.2776,350.49,1.0414,3.3193,0.2776,0.13787,53.23,2.0688,0.26391,0.11091,0.16319,0.54491,0.86123,18.334,3.5442,4.114,0.14809,0.13815,51.65,7.0668,5.7144,0.29186,2.0134,3.6564,0.69873,0.14496,0.01387,0.033469,0.13107,150.5,97.266,0.76054,2.2163,62.254,0.22776,0.11312,2.7668,0.24362,0.14151,4.1978,4.1978,7670.2,0.14496,0.3196,0.86591,0.0,6.857,3.7526,44.163,8.2648,12.096,0
-0.057172,1.4796,-0.48194,0.67427,-17.18,-0.99151,-0.057172,-0.32413,11.088,-0.47958,-0.029912,-0.038641,-0.004305,-0.057172,-11313.0,-0.032263,0.67587,-0.057172,-0.005156,1.1416,1.1953,-0.038972,-0.005156,-0.15337,-1.0487,-0.032263,-1.4296,-204.55,1.9438,0.10142,-0.005143,48.534,7.5205,7.5205,-0.038972,11.088,3.6564,-0.47958,-0.003515,0.24935,-1.6698,-0.003515,20.696,19.554,-1.6485,0.65084,1.1376,-0.048408,-0.004366,0.67427,1.4796,0.13297,-203.55,-203.55,-42.342,-0.003515,0.11921,1.0052,0.0,319.72,18.666,48.705,7.4942,4706.2,0
0.009893,0.096316,0.11708,2.6368,12.791,-0.009329,0.010368,9.3728,1.0804,0.90276,0.010368,0.14496,0.1602,0.010368,690.8,0.52837,10.382,0.010368,0.032639,123.26,1.1165,0.012814,0.031141,-0.007626,0.90276,0.52343,0.43579,0.14429,5.3531,0.30199,0.032639,88.789,4.1109,0.13304,0.012814,0.32394,3.2808,0.92755,0.040337,0.016482,0.05937,0.040337,215.35,92.094,0.092218,1.1371,133.16,-0.027709,-0.087225,1.9582,0.071527,0.24326,1.1126,1.1432,26398.0,0.074392,0.010958,0.92561,0.02746,2.9613,3.9634,82.184,4.4413,0.39151,0
0.056351,0.39589,0.37761,2.3274,13.909,0.0,0.070846,1.526,1.6068,0.60411,0.084131,0.24904,0.07531,0.070846,1194.1,0.30566,2.526,0.070846,0.044092,72.223,1.2408,0.081759,0.035071,0.16444,0.60008,0.26904,6.154,1.1175,5.0979,0.22607,0.052102,68.329,5.3418,3.8386,0.087133,1.6068,3.944,0.69138,0.054229,0.12496,0.10003,0.050884,142.33,70.106,0.17724,1.2098,76.364,0.0316,0.019667,1.6724,0.28448,0.1872,1.7878,2.046,47311.0,0.054229,0.093279,0.9558,0.14445,5.0538,5.2064,64.623,5.6481,4.755,0
0.081599,0.32345,0.28832,1.9597,36.061,0.0,0.10632,2.0917,1.3005,0.67655,0.11657,0.3539,0.1231,0.10632,737.45,0.49495,3.0917,0.10632,0.081755,33.59,1.2125,0.11031,0.062745,0.27794,0.14612,0.41852,10.759,0.70108,4.9512,0.24779,0.087947,88.338,4.1319,3.8379,0.059141,1.3005,3.6564,0.67655,0.045476,0.16933,0.06571,0.084822,150.96,117.37,0.68181,1.5613,35.19,0.05654,0.043476,1.8202,0.30043,0.24202,1.6451,1.6451,25765.0,0.045476,0.12061,0.92746,0.0,10.866,3.1097,84.32,4.3287,3.1623,0
0.24562,0.66097,0.39833,2.1664,74.703,0.0,0.24562,0.51293,1.4282,0.33903,0.32433,0.71924,0.20487,0.24562,824.49,0.4427,1.5129,0.24562,0.17198,40.069,1.0786,0.27761,0.17198,0.76155,0.13118,0.4427,3.5269,1.5311,3.832,0.15521,0.19262,107.8,3.3859,1.7494,0.27194,1.4282,2.0557,0.62265,0.1904,1.3196,0.067876,0.19437,73.907,33.838,1.5666,1.7073,49.493,0.23062,0.16147,1.1193,0.34151,0.29534,1.3031,2.3933,2705.2,0.1904,0.72448,0.83413,0.83655,9.1092,10.787,87.275,4.1822,5.4897,0
-0.044286,0.58225,0.13292,2.7472,38.938,0.0,-0.044286,0.71747,0.22311,0.41775,-0.034209,-0.58212,-0.033465,-0.044286,-28463.0,-0.012824,1.7175,-0.044286,-0.19849,106.76,0.93362,-0.041141,-0.19849,-0.076688,0.41343,-0.012824,-4.0828,0.16804,4.3237,2.2072,-0.15482,98.841,3.6928,0.48251,-0.057826,0.22311,1.1423,0.54358,-0.25918,1.7226,-4.4907,-0.1844,127.52,20.759,-0.67861,1.8894,84.787,-0.077961,-0.34942,0.35895,0.076077,0.2708,0.52812,0.6872,2801.0,-0.25918,-0.10601,1.1581,0.30121,3.4188,17.583,124.46,2.9327,0.28206,0
0.039104,0.44589,0.18544,1.5338,-4.6849,0.070655,0.043606,1.1294,1.0058,0.5036,0.043606,0.12552,0.051023,0.043606,1666.0,0.21909,2.2427,0.043606,0.022776,39.887,1.1756,0.046508,0.020424,0.082293,0.5036,0.20899,0.24432,0.39695,4.8121,0.22316,0.022776,66.609,5.4797,0.10431,0.046508,1.9799,3.2856,0.60209,0.024292,0.054469,0.14573,0.024292,97.974,58.086,0.1869,0.93154,40.117,-0.007573,-0.003955,1.195,0.34739,0.18249,1.078,1.2888,12030.0,0.005731,0.077649,0.99427,0.19558,9.1508,6.2837,66.228,5.5113,4.0983,0
0.064033,0.34962,0.0938,1.2741,-15.151,0.11753,0.064033,1.8603,1.6726,0.65038,0.072214,0.18713,0.065682,0.064033,1161.6,0.31423,2.8603,0.064033,0.038284,33.48,1.319,0.071437,0.038284,0.14365,0.54264,0.31423,8.7326,0.16631,4.1146,0.15611,0.038958,74.903,4.873,4.7693,0.005148,1.6726,3.6564,0.65038,0.003078,0.28389,0.099382,0.04271,73.943,40.463,0.41737,0.82576,33.583,0.02561,0.015312,1.247,0.34219,0.20521,1.1531,1.1531,1221.2,0.003078,0.098455,0.96333,0.0,10.902,9.0205,74.673,4.888,2.9655,0
0.001043,0.58535,0.031428,1.1049,-52.002,0.0,0.001043,0.70837,1.1112,0.41465,0.015236,0.003482,0.087851,0.001043,2188.6,0.16677,1.7084,0.001043,0.000939,60.088,1.1474,0.01373,0.000939,-0.22531,0.3314,0.16677,0.96732,0.04697,3.7786,0.52039,0.013697,94.208,3.8744,1.9822,-0.049069,1.1112,0.89336,0.58028,-0.044159,0.030854,0.17689,0.012356,105.66,45.568,0.005701,0.4941,57.547,-0.082848,-0.074557,0.5653,0.29947,0.2581,0.61971,0.86725,188.77,-0.044159,0.002515,0.99908,0.39945,6.0744,8.0099,98.368,3.7106,1.6607,0
-0.016281,0.90658,0.089048,1.1054,-42.256,-0.48401,-0.007287,0.10304,2.091,0.093418,0.02401,-0.008625,0.00545,-0.007287,29036.0,0.01257,1.103,-0.007287,-0.003485,48.097,0.8706,0.023415,-0.007786,0.16319,-0.48543,0.00265,0.74813,1.349,4.1745,0.32891,0.006746,149.68,2.4385,2.2727,0.030582,2.091,87.776,0.10092,0.014625,0.32191,0.71783,0.011198,115.56,67.46,-0.059089,0.77929,48.811,0.004731,0.002263,1.0302,0.84494,0.41009,1.4152,1.5289,1330.7,0.014625,-0.17428,1.0035,0.080301,7.5888,5.4106,147.49,2.4747,31.678,0
0.024846,0.72752,-0.001849,0.99401,-47.191,0.1154,0.024846,0.37453,1.4296,0.27248,0.050177,0.080523,0.019102,0.024846,9724.2,0.037535,1.3745,0.024846,0.01738,38.945,1.1114,0.000117,0.01738,0.18257,0.14025,0.037535,0.004626,-0.002667,4.7375,0.50401,0.034761,92.342,3.9527,1.6765,0.019729,1.4296,0.44698,0.61742,0.013801,0.039445,9.4053,8.2e-05,75.203,36.258,0.16289,0.49967,45.648,-0.002344,-0.00164,0.42159,0.30856,0.25299,0.39303,0.89058,-101.02,0.14684,0.091187,0.87079,1.2659,9.3721,10.067,78.783,4.633,2.062,0
0.006632,0.61257,0.2522,1.4553,7.5024,0.0,0.006632,0.63247,5.3913,0.38743,0.010288,0.011972,0.019647,0.006632,2110.8,0.17292,1.6325,0.006632,0.00123,8.3813,0.99725,0.010281,0.00123,-0.032792,0.021038,0.17292,2.8116,1.3009,2.135,0.076968,0.001908,37.418,9.7547,8.8211,-0.012274,5.3913,11.64,0.44606,-0.002277,0.38897,0.18635,0.001907,39.99,31.608,0.053569,1.2318,8.3623,-0.089012,-0.01651,1.316,0.55394,0.10251,1.9985,2.3009,34.416,-0.002277,0.017117,0.99878,0.15131,43.549,11.548,37.503,9.7325,27.81,0
0.057118,0.1677,0.4292,3.8688,49.644,0.0,0.057118,4.9631,0.98381,0.8323,0.058132,0.38178,0.06076,0.057118,1024.0,0.35645,5.9631,0.057118,0.058058,68.58,1.1012,0.0,0.058058,0.16136,0.81938,0.35645,0.0,1.019,3.5877,0.14786,0.13092,96.12,3.7974,3.3878,0.014941,0.98381,3.6564,0.8323,0.015187,1.2607,2.1031,0.0,144.77,76.188,0.309,2.6333,118.76,-0.002658,-0.002702,3.4515,0.14961,0.26334,1.9761,1.9761,1661.0,0.42253,0.068627,0.58361,0.0,5.3222,4.7908,55.506,6.5758,2.3358,0
0.017273,0.64308,0.21456,1.3336,-104.75,0.065446,0.017273,0.55501,1.4882,0.35692,0.041768,0.026859,0.017874,0.017273,8824.5,0.041362,1.555,0.017273,0.011607,156.13,0.90974,0.028591,0.011607,0.23884,0.083617,0.041362,1.1672,1.5073,2.4664,0.41714,0.015229,160.81,2.2698,2.2698,0.028506,1.4882,3.6564,0.35692,0.019155,0.03469,0.56534,0.019212,204.88,48.752,0.027134,0.34378,159.18,0.019264,0.012945,1.3336,0.64308,0.44057,2.5073,2.5073,62.806,0.019155,0.048394,0.9885,0.0,2.3378,7.4869,157.73,2.3141,10.454,0
0.071784,0.29294,-0.048577,0.83418,-55.496,0.21723,0.07012,2.3703,1.0389,0.69436,0.07012,0.23937,0.08274,0.07012,733.11,0.49788,3.4136,0.07012,0.039779,41.449,1.2663,0.080087,0.040723,0.21424,0.69436,0.50356,0.472,-0.064286,4.3534,0.16619,0.039779,63.016,5.7921,0.27339,0.080087,1.7774,3.6564,0.69436,0.045434,0.003884,0.06181,0.045434,50.364,8.9147,0.35861,0.15085,43.061,0.004359,0.002473,0.83418,0.29294,0.17265,0.91891,0.91891,-1096.0,0.037428,0.10338,0.96257,0.0,8.806,40.944,60.658,6.0174,2.3328,0
0.06271,0.20015,0.3715,3.3909,77.072,0.098061,0.080048,3.9894,0.90983,0.79848,0.082075,0.51519,0.1322,0.080048,607.35,0.60097,4.9963,0.080048,0.087981,71.653,1.0453,0.077275,0.068926,0.0,0.72263,0.51435,38.122,0.78519,5.2706,0.21999,0.087981,100.13,3.8291,2.9725,0.34342,0.90983,7.7785,0.84326,0.37746,0.51643,0.056775,0.084934,179.18,107.52,0.35111,2.2414,109.58,0.03704,0.040711,2.6324,0.15538,0.26116,1.6877,1.7823,3.3909,0.37746,0.0,0.6258,0.056072,5.094,3.3946,62.333,5.8556,1.923,0
-0.12651,0.60774,0.19764,1.5325,-20.318,-0.13008,-0.13836,0.62147,0.89948,0.37769,-0.13836,-0.37275,-0.095756,-0.13836,-2308.6,-0.15811,1.6454,-0.13836,-0.13789,92.189,1.0654,-0.11876,-0.12607,-0.16582,0.37769,-0.13859,-1.0645,0.4584,5.0887,0.60088,-0.13789,121.45,3.0054,-0.19541,-0.11876,1.0177,1.3334,0.61423,-0.11835,0.025732,-0.26124,-0.11835,203.44,111.25,-0.49914,0.84966,82.923,-0.16104,-0.16048,0.936,0.3712,0.33273,0.87599,1.4246,24241.0,-0.11175,-0.33494,1.1118,0.62628,3.9592,3.281,135.02,2.7033,2.3274,0
0.06509,0.26735,0.46888,2.7572,46.413,0.0,0.081605,2.7404,1.8558,0.73265,0.088762,0.30583,0.054792,0.081605,959.64,0.38035,3.7404,0.081605,0.043972,46.84,0.94506,0.079927,0.035073,0.17798,0.29304,0.31858,11.168,1.7742,4.31,0.036689,0.043972,54.769,6.6643,6.6515,0.077574,1.8558,3.6564,0.73265,0.0418,0.76192,0.089109,0.043068,104.71,57.872,0.27331,1.8647,48.883,0.059847,0.032248,2.7519,0.26684,0.15005,2.7722,2.7722,9572.5,0.0418,0.088842,0.95641,0.0,7.7925,6.307,52.48,6.955,7.0222,0
0.025622,0.60187,0.10785,1.2212,-71.459,0.0,0.024617,0.66148,1.3338,0.39813,0.047286,0.050479,0.041381,0.024617,3980.2,0.091703,1.6615,0.024617,0.018456,91.47,1.9046,0.039273,0.01921,-0.01779,0.36507,0.093373,1.7325,0.26664,5.5627,0.43829,0.028525,151.45,2.4291,1.9682,0.15851,1.3338,2.798,0.4915,0.11884,0.037114,0.28722,0.029445,158.01,66.545,0.076654,0.53575,102.99,0.008697,0.00652,0.98945,0.48768,0.41167,0.98431,1.2152,1.2212,0.11884,0.064356,0.88965,0.23454,3.9904,5.485,133.45,2.735,3.2976,0
0.003114,0.29402,-0.08635,0.70632,-147.68,-0.17128,0.001408,2.0471,0.88669,0.60189,0.001408,0.004788,0.082193,0.001408,3123.3,0.11686,3.4011,0.001408,0.003367,81.668,1.1007,0.006071,0.007448,-0.22516,0.60189,0.12267,0.12876,-0.10898,4.7708,0.66643,0.003367,227.62,1.6035,0.020647,0.006071,0.49797,3.6564,0.60189,0.014521,0.052449,0.24771,0.014521,167.86,86.188,0.033288,0.38819,72.414,-0.026882,-0.064304,0.70632,0.29402,0.62363,0.75965,0.75965,-5094.5,-0.12779,0.005173,1.1278,0.0,4.4693,4.2349,256.71,1.4218,0.52762,0
