s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,__target__
-0.003366,-0.000386,-0.005108,0.001279,0.000613,0.000778,-0.001582,1.3e-05,-0.001876,-0.000635,-0.006205,-0.006671,-0.00204,-0.000196,0.00305,-0.001162,-0.000273,0.000729,0.002849,0.002919,-0.002495,-0.000995,0.002669,-0.003793,-0.00369,-0.000897,0.002049,0.002218,0.003204,-0.003348,0
-0.003438,0.001752,-0.004697,0.001824,-0.000756,0.000657,-0.001902,0.000437,-0.001982,-0.000116,-0.006393,-0.005338,-0.001301,-0.000146,0.0035,-0.000119,-0.000553,0.000517,0.00384,0.002263,-0.001943,-0.001279,0.002752,-0.004833,-0.004424,-0.001039,0.000645,0.001921,0.00214,-0.004414,0
-0.002057,-0.000303,-0.001001,-0.002432,0.000128,0.002584,0.001343,-0.001854,-0.000791,-0.000389,-0.002473,-0.004777,-0.00121,-0.000431,0.002014,-0.000284,-0.000108,0.000378,0.001733,0.002162,-0.001313,-0.000902,0.002238,-0.002095,-0.002025,-0.001004,0.000739,0.001475,0.002184,-0.001441,0
-0.002567,-0.000493,-0.00119,-0.002294,-0.00122,0.001105,0.0006,-0.002525,-0.000628,-0.000121,-0.003283,-0.004539,-0.000349,-0.000603,0.002343,0.000392,-0.000406,0.00014,0.002232,0.001823,-0.001301,-0.000662,0.00242,-0.002324,-0.002252,-0.001124,0.000232,0.001187,0.001719,-0.002045,1
-0.002224,0.00094,-0.004753,0.001369,0.000519,0.002107,-0.002152,3e-05,-0.002434,0.000147,-0.004539,-0.005325,-0.002397,0.000257,0.003072,-0.000685,-0.000623,0.000473,0.00345,0.001894,-0.00233,-0.001328,0.00271,-0.00489,-0.004414,-0.001413,0.00106,0.001823,0.002506,-0.003982,0
-0.003796,-0.001032,-0.004864,0.002179,0.002002,0.001201,-0.00156,-0.000374,0.000134,0.000302,-0.005736,-0.00597,-0.00049,-0.000485,0.004537,-0.000239,9e-06,-0.000108,0.00304,0.0027,-0.002179,-0.000753,0.0033,-0.00388,-0.004493,-0.000809,0.001686,0.001859,0.002609,-0.004181,0
-0.002886,-0.000425,-0.001188,-0.0018,0.000273,0.001337,0.001712,-0.002164,-0.00035,-0.000223,-0.002513,-0.004172,-0.000842,-0.000447,0.002298,0.000176,0.000122,0.000651,0.001208,0.001691,-0.001184,-0.000937,0.002175,-0.002625,-0.002046,-0.001307,0.000857,0.001282,0.002079,-0.001585,0
-0.001234,-0.00025,-0.000415,-0.001999,0.000233,0.001887,0.001032,-0.002211,-0.000488,-0.000497,-0.001934,-0.005148,-0.000862,-0.000561,0.002133,-0.000311,0.000368,0.000253,0.002213,0.002394,-0.001121,-0.000782,0.002437,-0.00206,-0.002153,-0.000774,0.00044,0.001161,0.001923,-0.001492,0
-0.002458,-0.000856,-0.003115,0.000416,-0.000704,-0.00056,-0.001084,-0.000246,-0.001029,-0.00014,-0.001948,-0.003912,-0.00103,-0.000763,0.002716,-0.000314,0.00015,0.000844,0.002142,0.00215,-0.001267,-0.000884,0.001584,-0.001755,-0.002192,-0.000883,0.00088,0.001012,0.002362,-0.001631,1
-0.001927,-0.000488,-0.001257,-0.001324,0.000487,0.001593,0.001472,-0.002567,-1.6e-05,6.3e-05,-0.002779,-0.004699,-0.000545,-0.000511,0.002566,0.000497,0.000305,0.000455,0.001459,0.002346,-0.001283,-0.000567,0.002506,-0.002023,-0.002326,-0.001112,0.000552,0.001316,0.001936,-0.001993,0
-0.001406,-0.000235,-0.00132,-0.002488,-0.000639,0.001657,0.00102,-0.002552,0.000383,-0.000373,-0.002537,-0.004817,-0.001193,-0.000478,0.002482,5.8e-05,0.000488,6.1e-05,0.001912,0.002112,-0.000743,-0.000953,0.002102,-0.002507,-0.002206,-0.001302,0.000725,0.001355,0.001891,-0.001699,0
-0.001811,-0.000601,-0.002498,0.000538,0.000312,0.000261,-0.000907,-0.000218,-0.000849,-0.000624,-0.002232,-0.005015,-0.000713,-0.000446,0.00202,-0.000453,0.000352,0.000254,0.002326,0.00227,-0.001227,-0.000681,0.002248,-0.002033,-0.002205,-0.000857,0.00043,0.001198,0.002005,-0.00163,1
-0.003584,-0.00095,-0.00466,0.001745,0.001881,0.001265,-0.001421,-0.000513,-6.7e-05,0.0004,-0.005468,-0.006441,-0.000564,-0.000677,0.004498,-0.000429,-8e-06,0.000326,0.002956,0.002784,-0.002148,-0.000425,0.003049,-0.003487,-0.004482,-0.000567,0.001709,0.0019,0.002254,-0.004272,1
-0.002748,-0.000598,-0.001208,-0.001817,-0.001241,0.000857,0.000466,-0.002498,-0.000738,-7.8e-05,-0.003174,-0.004751,-0.00018,-0.000648,0.002295,0.000272,-0.000242,-3.6e-05,0.002265,0.002034,-0.001182,-0.000522,0.002303,-0.002181,-0.002166,-0.001004,0.000177,0.001123,0.001618,-0.002287,1
-0.004008,-0.000367,-0.00503,0.00226,0.001962,0.001339,-0.001315,-2.5e-05,-0.00062,0.000192,-0.005813,-0.005602,2.6e-05,-0.000542,0.004633,-0.000417,-3.3e-05,0.000248,0.003068,0.003004,-0.002226,-0.000955,0.003326,-0.003935,-0.004587,-0.001034,0.001533,0.00178,0.002571,-0.004277,0
-0.002776,-0.000626,-0.003421,0.000674,-0.00062,-0.000854,-0.001169,-0.000411,-0.001331,-0.00017,-0.002079,-0.003792,-0.001046,-0.000489,0.002579,-0.000335,2.9e-05,0.000436,0.002105,0.002197,-0.001088,-0.000837,0.001683,-0.001887,-0.002086,-0.000927,0.001146,0.001265,0.002121,-0.00176,1
-0.00167,-0.00056,-0.002676,0.000498,0.00025,0.000727,-0.000937,-0.000151,-0.000539,-0.000322,-0.00258,-0.005121,-0.001347,-0.00064,0.002216,-0.000112,5.9e-05,0.000322,0.001855,0.00242,-0.001156,-0.000803,0.002211,-0.001857,-0.00206,-0.000766,0.000379,0.001168,0.001943,-0.001551,1
-0.002674,-0.000691,-0.001721,-0.001687,0.000394,0.001646,0.001464,-0.002146,-0.000776,2.9e-05,-0.002137,-0.004304,-0.001211,-0.000969,0.002854,-0.000417,-0.000246,0.000687,0.001793,0.00225,-0.001039,-0.000923,0.001972,-0.001323,-0.00192,-0.000845,0.000818,0.000891,0.002429,-0.001665,0
-0.002009,-0.001116,-0.001157,-0.002233,0.000286,0.001845,0.001457,-0.002292,0.000397,-0.000289,-0.002533,-0.004308,-0.000316,-0.000351,0.00262,0.000382,0.000287,8e-06,0.001568,0.002136,-0.00086,-0.000962,0.001849,-0.002452,-0.002204,-0.001162,0.00089,0.001273,0.001947,-0.002028,0
-0.002031,-0.000956,-0.000971,-0.001732,0.000718,0.002114,0.001408,-0.002684,1e-06,-0.000191,-0.002423,-0.00407,-0.00054,-0.00025,0.0025,0.000564,3.5e-05,0.000183,0.001498,0.002027,-0.001281,-0.000646,0.002568,-0.0022,-0.002358,-0.001147,0.000729,0.001341,0.001971,-0.002021,0
-0.002463,-0.000128,-0.002874,0.001147,0.001008,0.000799,-0.000941,0.000247,-0.000477,0.000525,-0.002652,-0.004064,0.000314,-0.000244,0.002638,0.000127,-0.000317,0.000259,0.001638,0.002237,-0.001328,-0.000702,0.002085,-0.001924,-0.002171,-0.00141,0.000671,0.000989,0.001677,-0.002157,1
-0.001872,-3.3e-05,-0.000836,-0.002012,-2.5e-05,0.001572,0.001442,-0.002018,-0.000844,-0.000643,-0.002164,-0.005284,-0.000679,-0.000578,0.002148,-0.000285,0.000598,0.000434,0.002073,0.002544,-0.001117,-0.000718,0.002284,-0.001885,-0.00218,-0.00091,0.0005,0.001308,0.002098,-0.001467,0
-0.001901,-0.000913,-0.001256,-0.00162,-0.000328,0.001136,0.001561,-0.002125,-0.000393,-4.7e-05,-0.002616,-0.004936,-0.001214,-0.000559,0.002385,0.000133,0.000287,0.00022,0.001762,0.001869,-0.001209,-0.000665,0.001992,-0.002203,-0.002383,-0.001042,0.000555,0.001257,0.002137,-0.001549,1
-0.004068,0.000392,-0.004708,0.002002,0.001993,0.000914,-0.001573,0.000634,-0.000538,0.001025,-0.005542,-0.00607,0.00037,-0.000465,0.00444,-0.000239,-0.000489,0.000559,0.003071,0.002447,-0.002276,-0.001343,0.003145,-0.003909,-0.004348,-0.001804,0.001813,0.001178,0.002387,-0.003906,0
-0.002842,-0.000612,-0.001052,-0.001954,-0.000727,0.001474,0.001006,-0.002436,-0.000546,-1.2e-05,-0.002774,-0.004575,-8.9e-05,-0.000537,0.002456,0.00034,-0.000447,-0.000124,0.002104,0.002016,-0.001261,-0.000818,0.002456,-0.002205,-0.002104,-0.001167,0.000276,0.001236,0.001923,-0.001912,0
-0.002135,-0.000583,-0.002673,0.000342,-0.000868,-0.001095,-0.000761,-0.000486,-0.000841,-0.00062,-0.001896,-0.004335,-0.000622,-0.000672,0.002411,-0.000309,0.000142,0.000748,0.0025,0.002162,-0.001299,-0.000706,0.002232,-0.001956,-0.002103,-0.000727,0.000586,0.000982,0.002174,-0.001717,1
-0.001642,-0.000992,-0.001,-0.002121,0.000223,0.001611,0.001314,-0.002682,0.000109,-0.000704,-0.002451,-0.004412,-0.000495,-0.000347,0.002509,0.000419,0.000435,-0.000175,0.00163,0.002075,-0.000846,-0.000988,0.002302,-0.002414,-0.002244,-0.001132,0.000782,0.001315,0.002107,-0.00195,0
-0.002117,0.000451,-0.001155,-0.002261,-0.001795,0.002104,0.000678,-0.002595,-0.00173,-0.000628,-0.001879,-0.004162,-0.001184,-0.000572,0.002883,0.000409,0.00013,0.000414,0.002149,0.002448,-0.001442,-0.000935,0.001909,-0.002583,-0.001937,-0.000824,0.000251,0.001769,0.001624,-0.00178,1
-0.00166,-0.00042,-0.002095,0.000449,0.000455,0.000248,-0.000985,-0.000419,-0.000384,-0.000573,-0.002158,-0.004881,-0.000692,-0.000643,0.002166,-0.000305,0.000474,0.000322,0.002278,0.002394,-0.001137,-0.000791,0.002378,-0.002131,-0.002177,-0.000845,0.000406,0.001056,0.002004,-0.001536,0
-0.002287,0.000274,-0.001371,-0.002019,-0.000745,0.002658,0.000232,-0.002675,-0.001648,-0.000174,-0.001773,-0.003511,-0.001612,-0.000344,0.002317,0.000305,-1.4e-05,0.000536,0.00202,0.002544,-0.001485,-0.000759,0.002182,-0.002329,-0.002284,-0.001102,0.000344,0.001478,0.001528,-0.001999,1
-0.002489,-0.000545,-0.002965,0.001008,0.000186,0.000351,-0.001012,2.2e-05,-0.000357,0.000223,-0.003028,-0.004571,0.000283,-0.000474,0.002601,0.000152,-0.000106,1.5e-05,0.002006,0.002296,-0.00132,-0.000425,0.00226,-0.001937,-0.00219,-0.001135,0.000319,0.00107,0.00175,-0.002213,1
-0.002001,-0.000765,-0.001387,-0.001512,0.000247,0.001298,0.00167,-0.002523,-0.000214,8.7e-05,-0.002511,-0.00481,-0.000828,-0.000569,0.002393,0.000306,0.000226,0.000446,0.001496,0.002207,-0.001291,-0.00062,0.002399,-0.002264,-0.00226,-0.001173,0.000583,0.001401,0.002096,-0.00174,0
-0.002316,0.000415,-0.002855,0.000685,-0.000175,0.000808,-0.001121,0.000108,-0.001333,-0.000185,-0.002718,-0.003783,-0.001343,-0.000533,0.002008,0.000152,-0.00011,0.000626,0.002356,0.002175,-0.001293,-0.000747,0.001754,-0.002511,-0.002252,-0.0012,0.000124,0.00119,0.00161,-0.002248,1
-0.002529,-1.1e-05,-0.002813,0.00083,-0.000811,-3.9e-05,-0.001071,0.000233,-0.001033,-0.000233,-0.003415,-0.004614,-0.000511,-0.000578,0.00205,0.000435,-0.000301,0.000423,0.002166,0.002174,-0.001036,-0.000768,0.002215,-0.002308,-0.002138,-0.001115,-7.3e-05,0.001034,0.001708,-0.002327,0
-0.001919,-0.000517,-0.001058,-0.002134,-7.4e-05,0.002222,0.001046,-0.001969,-0.00084,-0.000446,-0.002675,-0.005014,-0.001016,-0.000489,0.002048,-0.00038,0.000299,0.000347,0.002033,0.002367,-0.001306,-0.000605,0.002258,-0.00198,-0.00215,-0.000793,0.000466,0.001257,0.001908,-0.00149,1
-0.002245,0.000677,-0.000965,-0.002095,-0.001774,0.001834,0.000572,-0.002456,-0.001315,-0.000552,-0.00189,-0.00408,-0.001138,-0.000519,0.002882,0.000487,-1.3e-05,0.000619,0.00204,0.002495,-0.001636,-0.00085,0.002073,-0.002656,-0.001963,-0.000824,0.000196,0.001596,0.001835,-0.001704,0
-0.00314,-0.000527,-0.001739,-0.001491,0.000539,0.001812,0.000676,-0.002152,-0.000534,0.000292,-0.002828,-0.004448,0.000329,-0.000158,0.002711,0.000288,-0.00036,0.000156,0.001784,0.002383,-0.001229,-0.000811,0.002224,-0.001944,-0.002055,-0.001413,0.000484,0.000903,0.00191,-0.002032,0
-0.002405,-0.000932,-0.001253,-0.001409,0.000899,0.00271,0.000706,-0.002858,-0.000105,0.000203,-0.002401,-0.004276,-0.000144,-0.000386,0.002664,0.000345,-8.3e-05,0.000166,0.001598,0.002144,-0.001331,-0.000447,0.002255,-0.001753,-0.002314,-0.000976,0.000652,0.001317,0.001783,-0.002191,1
-0.002034,-0.001664,-0.004481,0.000574,8.9e-05,0.000918,-0.001944,-0.000207,-0.0006,-0.000707,-0.006156,-0.007281,-0.002467,-0.00022,0.003766,-0.000653,0.0003,0.000107,0.003394,0.002631,-0.002127,-0.001126,0.003225,-0.003687,-0.004222,-0.000556,0.001666,0.002078,0.003318,-0.003038,0
-0.002674,-0.000809,-0.001482,-0.001698,-0.000482,0.001107,0.000694,-0.002485,-0.00035,0.000153,-0.003464,-0.004985,0.000116,-0.000722,0.002538,0.000245,-0.000204,0.000145,0.001958,0.002147,-0.001389,-0.000502,0.002112,-0.001823,-0.002215,-0.001077,0.000345,0.001092,0.001837,-0.00216,1
-0.002657,-0.000381,-0.002971,0.00098,-0.000158,8e-06,-0.001008,0.000114,-0.000511,0.000133,-0.003175,-0.00471,0.000206,-0.000468,0.002523,0.000282,-0.000337,0.000229,0.001847,0.002303,-0.001332,-0.000365,0.002226,-0.001821,-0.002136,-0.001219,0.000402,0.001008,0.001883,-0.002267,1
-0.002361,-0.000245,-0.000771,-0.002698,-0.000436,0.000212,0.001407,-0.00161,-0.000939,-0.000285,-0.001784,-0.004497,-0.000379,-0.000735,0.001969,-0.000202,0.00026,0.000473,0.002447,0.002247,-0.001263,-0.001091,0.002547,-0.002208,-0.002389,-0.000869,0.000624,0.00093,0.00202,-0.001236,0
-0.002477,-0.000803,-0.001422,-0.001779,0.000801,0.002746,0.001186,-0.001559,0.000172,-0.000287,-0.002359,-0.003872,9.2e-05,-0.000584,0.002633,0.000373,7.3e-05,-8.6e-05,0.001648,0.002085,-0.000985,-0.001371,0.002254,-0.002023,-0.002129,-0.001238,0.000353,0.001282,0.001742,-0.001316,0
-0.001955,-0.000686,-0.002537,0.000597,0.000258,7.3e-05,-0.000746,-0.000279,-0.000827,-0.000654,-0.002448,-0.004898,-0.000635,-0.000453,0.002073,-0.000397,0.00026,0.000429,0.00227,0.00226,-0.001214,-0.000669,0.002335,-0.00211,-0.002318,-0.000924,0.000567,0.001157,0.001932,-0.0016,1
-0.001795,-0.000383,-0.00124,-0.001751,-0.000298,0.002429,0.001058,-0.001857,-0.000933,-0.000317,-0.002189,-0.005505,-0.001164,-0.000534,0.002031,-0.000173,0.000177,0.000437,0.001743,0.002369,-0.001371,-0.000661,0.001932,-0.001916,-0.002115,-0.000972,0.000399,0.001313,0.002048,-0.001431,1
-0.002349,-0.000534,-0.000806,-0.002418,0.000991,0.001409,0.001382,-0.00227,0.000216,-0.00039,-0.002171,-0.003906,-0.000128,-0.000443,0.002617,0.000215,0.000192,0.000278,0.001646,0.002051,-0.00083,-0.000955,0.002528,-0.002716,-0.002233,-0.001193,0.000571,0.001097,0.001803,-0.001905,0
-0.002533,-0.00034,-0.002113,-0.001781,-0.000513,0.000417,0.001379,-0.002224,-0.001103,-0.000342,-0.001712,-0.004304,-0.000733,-0.000594,0.002354,-0.000204,0.000411,0.000368,0.002258,0.00251,-0.000907,-0.000724,0.002022,-0.00194,-0.002036,-0.001129,0.000883,0.001267,0.002056,-0.001669,0
-0.003426,-0.003098,-0.006026,-0.001675,0.000248,0.001094,-0.001474,-0.001186,-0.000451,0.000212,-0.0068,-0.00597,0.000173,-0.000574,0.004308,-0.00033,-0.000251,-0.000499,0.003599,0.002595,-0.001846,-0.000875,0.003552,-0.003578,-0.004279,-0.001025,0.001252,0.001904,0.002638,-0.004331,0
-0.002068,-0.000842,-0.002962,0.000304,0.000181,0.000187,-0.00083,-6.4e-05,-0.0008,1.1e-05,-0.002132,-0.004344,-0.001138,-0.000977,0.00276,-0.000474,-0.0002,0.000604,0.001829,0.002206,-0.00107,-0.000871,0.001879,-0.001462,-0.001904,-0.000895,0.000841,0.000892,0.002389,-0.001683,0
-0.001729,-0.000404,-0.002383,0.000476,0.0002,0.000726,-0.001055,-0.00012,-0.000555,-0.000369,-0.002675,-0.005091,-0.001174,-0.000454,0.002188,-0.000326,0.000292,0.000209,0.001934,0.002171,-0.001289,-0.000746,0.00221,-0.001964,-0.002225,-0.000783,0.000366,0.001222,0.002018,-0.001501,1
-0.003806,-0.001252,-0.004945,0.00237,0.000907,-8.3e-05,-0.000968,-0.000424,0.000146,-6.8e-05,-0.006095,-0.006421,-0.0011,-0.000522,0.004361,-0.000146,0.000558,0.000366,0.00301,0.002703,-0.002203,-0.000949,0.002858,-0.004592,-0.004683,-0.000924,0.002,0.00199,0.002987,-0.003947,0
-0.003303,-0.000169,-0.001481,-0.001726,-0.000739,0.000799,0.00044,-0.002254,-0.000916,0.000264,-0.0031,-0.00443,0.000204,-0.000261,0.002374,0.000277,-0.000484,0.000218,0.001895,0.002166,-0.001376,-0.000477,0.002321,-0.001975,-0.002157,-0.001379,0.000282,0.000848,0.001819,-0.002259,1
-0.002389,-0.000508,-0.0013,-0.001169,0.000902,0.00277,0.000837,-0.002537,-0.000276,0.000186,-0.002669,-0.004049,-9.6e-05,-0.000458,0.00263,0.000255,2.6e-05,0.000346,0.001596,0.002246,-0.001367,-0.00059,0.002167,-0.002172,-0.002289,-0.001141,0.000674,0.001257,0.001784,-0.002228,1
-0.001598,-0.000398,-0.001098,-0.001943,-3.7e-05,0.002281,0.001058,-0.001935,-0.000571,-0.000288,-0.002498,-0.00519,-0.00128,-0.000533,0.002167,-0.000177,0.000308,0.00032,0.001887,0.002379,-0.001262,-0.000874,0.002139,-0.00201,-0.002101,-0.000786,0.000344,0.001286,0.002017,-0.001575,1
-0.001874,-0.000679,-0.002707,0.000716,-0.000169,0.000391,-0.000959,-0.000162,-0.000713,-0.000147,-0.002796,-0.004981,-0.001375,-0.000515,0.002152,-0.000105,0.000175,0.000348,0.001692,0.002041,-0.001342,-0.00067,0.00186,-0.001878,-0.002202,-0.000897,0.000534,0.001346,0.002097,-0.001399,1
-0.004159,0.001033,-0.004592,0.00128,-0.000223,0.001745,-0.00209,0.000262,-0.002557,-0.000546,-0.005537,-0.005823,-0.002234,-0.00042,0.003586,-0.000345,-0.000312,0.001003,0.004283,0.003021,-0.001893,-0.001214,0.00215,-0.003979,-0.004062,-0.000624,0.001134,0.002586,0.001999,-0.004147,0
-0.002814,-0.000354,-0.0013,-0.001542,-0.000666,0.002516,0.000764,-0.001608,-0.000184,-0.000382,-0.003106,-0.003688,-0.000631,-0.000311,0.002515,0.000338,-0.000135,9.1e-05,0.001917,0.001712,-0.001293,-0.000879,0.002508,-0.00193,-0.00207,-0.00106,0.000246,0.001707,0.001765,-0.001811,0
-0.003318,-0.000115,-0.004462,0.002405,0.001945,0.001685,-0.00132,-0.00033,3.8e-05,0.000142,-0.005674,-0.005789,-0.000271,-0.000516,0.004446,-0.000284,-0.00017,0.000235,0.003052,0.002836,-0.002138,-0.000868,0.003365,-0.003904,-0.00447,-0.001011,0.001665,0.001749,0.002464,-0.004365,0
-0.001914,-0.000869,-0.002791,-5.5e-05,-0.000508,-0.000203,-0.000948,3e-05,-0.000708,-0.000213,-0.002046,-0.004288,-0.001102,-0.00088,0.00278,-0.000428,-0.000229,0.000835,0.001971,0.002119,-0.001341,-0.000848,0.001979,-0.001731,-0.001875,-0.000862,0.000696,0.000765,0.002331,-0.001848,1
-0.001822,-0.00062,-0.002516,0.000525,6.2e-05,0.000475,-0.000978,-0.000214,-0.00018,-0.000137,-0.002697,-0.004966,-0.001344,-0.000605,0.002183,2.6e-05,0.000367,0.000242,0.001965,0.002146,-0.001204,-0.00085,0.002241,-0.0018,-0.002152,-0.000766,0.000464,0.001128,0.002082,-0.001505,1
-0.002686,6e-05,-0.00308,0.000968,-0.000377,-4e-05,-0.001074,0.000293,-0.000755,0.000229,-0.003401,-0.00441,0.000243,-0.000406,0.00261,6.7e-05,-0.000465,8.8e-05,0.001961,0.002137,-0.001282,-0.00049,0.002254,-0.00203,-0.00214,-0.001245,0.000298,0.000899,0.001718,-0.002338,1
-0.002926,0.000648,-0.000708,-0.002452,-0.000267,0.002811,0.000443,-0.002378,-0.001137,-0.00025,-0.002471,-0.003393,-0.001402,-0.000365,0.002247,0.000314,-0.000422,0.000553,0.002535,0.002012,-0.001378,-0.000981,0.002058,-0.002478,-0.002322,-0.000899,0.000458,0.001563,0.001586,-0.001853,1
-0.00247,-0.000385,-0.002958,0.000817,-0.000252,7.8e-05,-0.001045,7.1e-05,-0.000444,0.000149,-0.002977,-0.004801,0.00013,-0.000501,0.002525,0.000208,-0.000306,-6.5e-05,0.00205,0.002262,-0.00137,-0.000493,0.002198,-0.001945,-0.002137,-0.001116,0.000275,0.001012,0.001714,-0.002209,1
-0.001912,-0.00093,-0.002778,0.001105,-2.1e-05,-0.000557,-0.000499,-0.000427,6e-06,8.3e-05,-0.002233,-0.005064,-0.00089,-0.000541,0.002455,0.000253,0.000288,0.000196,0.001692,0.002174,-0.001188,-0.000613,0.002349,-0.002064,-0.002303,-0.000973,0.000592,0.001223,0.002059,-0.001709,1
-0.0025,0.000469,-0.000743,-0.002052,-0.001701,0.002175,0.000421,-0.002474,-0.001634,-0.000336,-0.001918,-0.00375,-0.001235,-0.000111,0.002758,0.000557,0.000113,0.000457,0.002061,0.00276,-0.001454,-0.001157,0.002208,-0.002405,-0.001939,-0.00078,0.00015,0.001701,0.001779,-0.001521,0
-0.003169,0.001006,-0.005319,0.001645,-0.000346,0.001026,-0.001128,0.000411,-0.00159,-0.00033,-0.006013,-0.004553,-0.001358,0.000209,0.004049,0.000107,-8.8e-05,0.000434,0.003387,0.002203,-0.002114,-0.001473,0.002993,-0.004544,-0.0043,-0.000849,0.000577,0.002474,0.00236,-0.003792,0
-0.001625,-0.000508,-0.002265,0.00067,0.0004,0.00035,-0.000871,-0.000313,-0.000718,-0.000554,-0.002201,-0.005201,-0.000832,-0.000404,0.002159,-0.000282,0.000401,0.000406,0.002255,0.002457,-0.001185,-0.000656,0.002263,-0.002097,-0.002235,-0.000933,0.00035,0.001236,0.001954,-0.001536,1
-0.002571,-1e-06,-0.001336,-0.001626,0.00111,0.00183,0.000297,-0.00175,-0.000896,0.000587,-0.002247,-0.003817,0.000398,-0.000386,0.002333,0.000274,-0.00031,0.000492,0.001768,0.001684,-0.001416,-0.00102,0.002033,-0.001765,-0.001812,-0.001781,0.000947,0.000983,0.001331,-0.001817,0
-0.00182,7.4e-05,-0.001748,-0.002214,5e-05,0.002863,0.000679,-0.001992,-0.001517,-0.00034,-0.002392,-0.003137,-0.001255,1.6e-05,0.002192,0.000118,-0.00015,0.000113,0.001803,0.001657,-0.001161,-0.001388,0.001916,-0.002515,-0.002153,-0.001262,0.000249,0.001334,0.001443,-0.001675,0
-0.001892,-0.000486,-0.000652,-0.001509,0.000927,0.002759,0.001158,-0.002814,5.1e-05,2.8e-05,-0.002561,-0.003808,-0.000176,-0.000302,0.002576,0.000301,-0.000186,3.1e-05,0.00167,0.002029,-0.001284,-0.000903,0.002445,-0.002081,-0.002198,-0.001129,0.000528,0.001251,0.001921,-0.001967,0
-0.00294,0.000369,-0.001496,-0.001936,-0.000574,0.002618,0.000208,-0.00242,-0.001373,-0.000243,-0.002503,-0.003512,-0.00141,-0.000354,0.002214,0.00018,-0.000174,0.000492,0.002361,0.002297,-0.001368,-0.000815,0.001768,-0.002268,-0.002243,-0.000939,0.000291,0.001468,0.00151,-0.002094,1
-0.001402,-0.000968,-0.00082,-0.001612,-0.000256,0.000792,0.001717,-0.002296,-2.3e-05,2.9e-05,-0.002544,-0.005322,-0.001039,-0.000533,0.002416,0.000346,0.000537,0.000154,0.001824,0.002154,-0.001104,-0.00091,0.002503,-0.002231,-0.002242,-0.001106,0.000562,0.001142,0.002259,-0.001522,0
-0.003577,-0.000753,-0.004692,0.002102,0.000237,0.000619,-0.001322,-0.000361,-0.000518,7.4e-05,-0.005342,-0.005831,-0.000778,-0.00045,0.004572,1.6e-05,-0.000184,0.000125,0.00341,0.00215,-0.002191,-0.001445,0.003217,-0.003202,-0.004077,-0.001097,0.000943,0.002536,0.002601,-0.003598,0
-0.002522,-0.000749,-0.001104,-0.001679,0.001052,0.002409,0.001234,-0.002569,-0.000295,-6e-05,-0.002644,-0.00397,-9.8e-05,-0.000325,0.002607,0.000429,-8.2e-05,0.000175,0.00153,0.002253,-0.001328,-0.000876,0.002572,-0.002173,-0.002349,-0.001251,0.000702,0.001236,0.001994,-0.002026,0
-0.001677,-0.000479,-0.002459,0.00048,0.000429,0.000677,-0.001046,-9.4e-05,-0.000698,-0.000415,-0.00263,-0.005057,-0.001082,-0.000481,0.002125,-0.000334,0.00036,0.000275,0.001956,0.002202,-0.001263,-0.000668,0.002182,-0.002034,-0.002169,-0.000749,0.000426,0.001243,0.00202,-0.00149,1
-0.002049,-0.001181,-0.000579,-0.001462,0.000392,0.002234,0.000513,-0.002524,-0.000277,0.000281,-0.002299,-0.004175,-0.000261,-0.000507,0.002544,0.000338,-0.000356,1.9e-05,0.001835,0.002251,-0.001175,-0.000503,0.002913,-0.001506,-0.00218,-0.001163,0.000337,0.001288,0.001743,-0.001904,0
-0.002647,0.000247,-0.001033,-0.001754,-0.000949,0.002335,0.000514,-0.002104,-0.001503,-0.000564,-0.002079,-0.003486,-0.001317,-0.000246,0.002798,0.000602,-7.6e-05,0.000405,0.002142,0.002656,-0.001535,-0.000859,0.002055,-0.002251,-0.002037,-0.000777,0.000269,0.00161,0.001881,-0.001631,0
-0.001327,-0.000782,-0.000939,-0.002348,0.00012,0.001244,0.001471,-0.002595,7.2e-05,-2.1e-05,-0.002256,-0.004778,-0.000799,-0.000424,0.002522,0.000278,0.000137,0.000109,0.001872,0.001886,-0.001197,-0.000865,0.002473,-0.002248,-0.002368,-0.000997,0.000869,0.00134,0.002184,-0.00155,1
